query_id,query,run_variant,ok,http_status,total_results,inspiration_count,matched_template_count,gallery_prompt_count,zero_result,low_result,rewrite_triggered,relevance_label,relevance_score,primary_failure_reason,semantic_drift,original_intent_preserved,judgeable_count,relevant_count,partial_count,irrelevant_count,top5_titles
V217,开箱照,production_baseline_2026-07-21,true,200,100,80,20,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,3,0,0,3,"[""Canada 2026 World Cup squad — Jonathan David, Alphonso Davies, Tajon Buchanan, Stephen Eustáquio, Cyle Larin, Maxime Crépeau"",""Canada 2026 World Cup home squad — Alphonso Davies, Jonathan David, Stephen Eustáquio, Tajon Buchanan, Cyle Larin, Maxime Crépeau"",""Canada 1986 World Cup debut squad — Bruce Wilson, Carl Valentine, Branko Šegota, Igor Vrablic, Tino Lettieri, Paul James"",""en 1"",""en 2""]"
V218,unboxing photo,production_baseline_2026-07-21,true,200,100,80,20,0,false,false,true,FAIL,0,SEVERE_DRIFT_INTENT_LOST,SEVERE,NO,5,0,4,1,"[""Colombia 2026 World Cup squad — James Rodríguez, Luis Díaz, Davinson Sánchez, Jhon Durán, Richard Ríos, Camilo Vargas"",""en 1"",""en 2"",""en 3"",""en 4""]"
V219,前后对比图,production_baseline_2026-07-21,true,200,36,31,5,0,false,false,false,PASS,100,,NONE,YES,5,5,0,0,"[""en 1"",""en 2"",""en 3"",""en 4"",""en 5""]"
V220,before after comparison,production_baseline_2026-07-21,true,200,42,36,6,0,false,false,false,PASS,95,,NONE,YES,5,4,1,0,"[""closet"",""desk"",""kitchen"",""living room shelf"",""bridal hairstyle""]"
V221,优惠券,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V222,discount coupon,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V223,会员卡,production_baseline_2026-07-21,true,200,368,80,288,0,false,false,true,FAIL,0,SEVERE_DRIFT_INTENT_LOST,SEVERE,NO,5,0,4,1,"[""crayon shinchan shinnosuke nohara"",""aging society impact"",""declining fertility rate"",""fish lantern"",""paper cutting""]"
V224,membership card,production_baseline_2026-07-21,true,200,192,80,112,0,false,false,true,FAIL,0,SEVERE_DRIFT_INTENT_LOST,SEVERE,NO,5,0,2,3,"[""Club Sandwich"",""crayon shinchan shinnosuke nohara"",""aging society impact"",""declining fertility rate"",""fish lantern""]"
V225,积分卡,production_baseline_2026-07-21,true,200,368,80,288,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""aging society impact"",""declining fertility rate"",""fish lantern"",""paper cutting"",""beijing""]"
V226,loyalty card,production_baseline_2026-07-21,true,200,95,80,15,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""crayon shinchan shinnosuke nohara"",""dna double helix"",""plate tectonics"",""dragon's blood"",""notoginseng""]"
V227,礼品卡,production_baseline_2026-07-21,true,200,3,2,1,0,false,true,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,2,0,0,2,"[""basketball tennis badminton"",""tennis volleyball soccer baseball""]"
V228,gift card,production_baseline_2026-07-21,true,200,21,16,5,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""basketball tennis badminton"",""tennis volleyball soccer baseball"",""guernica"",""mona lisa"",""the birth of venus""]"
V229,门店横幅,production_baseline_2026-07-21,true,200,110,80,30,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""tech gadget sale""]"
V230,storefront banner,production_baseline_2026-07-21,true,200,111,80,31,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""domino""]"
V231,橱窗展示,production_baseline_2026-07-21,true,200,187,80,107,0,false,false,true,PARTIAL,37,,MINOR,PARTIALLY,5,0,4,1,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""van gogh mystery box""]"
V232,window display,production_baseline_2026-07-21,true,200,189,80,109,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""en-es"",""pet shop happy paws"",""GreenBasket Grocery brand identity moodboard"",""At the Museum"",""van gogh mfa boston""]"
V233,展会展架,production_baseline_2026-07-21,true,200,109,80,29,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""honeysuckle"",""atractylodes macrocephala"",""chef kitchen"",""caulis spatholobi"",""eriocauli flos""]"
V234,trade show banner,production_baseline_2026-07-21,true,200,112,80,32,0,false,false,true,UNJUDGABLE,,NO_JUDGEABLE_RESULTS,SEVERE,NO,0,0,0,0,"[""gameofthrones jon"",""marvel blackwidow.jp"",""spider man"",""domino"",""winter soldier""]"
V235,展览传单,production_baseline_2026-07-21,true,200,9,1,8,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,1,0,0,1,"[""fifa world cup 2026 opening ceremony""]"
V236,exhibition flyer,production_baseline_2026-07-21,true,200,7,1,6,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,1,0,0,1,"[""fifa world cup 2026 opening ceremony""]"
V237,新品发布海报,production_baseline_2026-07-21,true,200,8,7,1,0,false,false,false,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""tech gadget sale""]"
V238,product launch poster,production_baseline_2026-07-21,true,200,16,14,2,0,false,false,false,FAIL,0,SEVERE_DRIFT_INTENT_LOST,SEVERE,NO,5,0,2,3,"[""camping fruit event"",""christmas party event"",""mika cat bakery"",""riseup coffee"",""temp bakery cartoon food""]"
V239,季节促销横幅,production_baseline_2026-07-21,true,200,8,7,1,0,false,false,false,PARTIAL,52,,MINOR,PARTIALLY,5,3,0,2,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""tech gadget sale""]"
V240,seasonal sale banner,production_baseline_2026-07-21,true,200,112,80,32,0,false,false,true,PARTIAL,25,,MINOR,PARTIALLY,5,0,3,2,"[""summer beach sale"",""stranger things squad"",""spring beauty festival"",""summer snack festival"",""Brazil National Team""]"
V241,黑五促销横幅,production_baseline_2026-07-21,true,200,112,80,32,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""summer beach sale"",""akira toriyama"",""marvel blackwidow.jp"",""gameofthrones jon"",""spider man""]"
V242,black friday banner,production_baseline_2026-07-21,true,200,112,80,32,0,false,false,true,PARTIAL,0,,MODERATE,NO,5,0,2,3,"[""marvel blackwidow.jp"",""summer beach sale"",""winter soldier"",""ikaris"",""baby care brand""]"
V243,双十一促销海报,production_baseline_2026-07-21,true,200,281,80,201,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""tech gadget sale"",""Chinese"",""Chinese"",""summer beach sale"",""Double Chocolate Cookies""]"
V244,singles day sale poster,production_baseline_2026-07-21,true,200,277,80,197,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""summer beach sale"",""tech gadget sale"",""colosseum"",""eiffel tower"",""great wall""]"
V245,直播预告横幅,production_baseline_2026-07-21,true,200,112,80,32,0,false,false,true,UNJUDGABLE,,NO_JUDGEABLE_RESULTS,SEVERE,NO,0,0,0,0,"[""gameofthrones jon"",""marvel blackwidow.jp"",""spider man"",""domino"",""winter soldier""]"
V246,livestream promo banner,production_baseline_2026-07-21,true,200,112,80,32,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""akira toriyama"",""marvel blackwidow.jp"",""winter soldier"",""ikaris"",""baby care brand""]"
V247,识字卡,production_baseline_2026-07-21,true,200,122,80,42,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""desserts"",""fruits"",""kitchen utensils"",""body expressions"",""daily activities""]"
V248,flashcard,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V249,练习册,production_baseline_2026-07-21,true,200,92,80,12,0,false,false,true,PARTIAL,7,,MINOR,PARTIALLY,5,0,2,3,"[""belgium overview"",""canada overview"",""book"",""spain"",""self improvement""]"
V250,worksheet,production_baseline_2026-07-21,true,200,32,29,3,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""best friend"",""daily routine"",""dream career"",""favorite things"",""introduce myself""]"
V251,字母卡,production_baseline_2026-07-21,true,200,17,12,5,0,false,false,true,UNJUDGABLE,,NO_JUDGEABLE_RESULTS,SEVERE,NO,0,0,0,0,"[""apple"",""book"",""dog"",""high speed rail"",""school timetable""]"
V252,alphabet card,production_baseline_2026-07-21,true,200,17,12,5,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""animal learning card structure mindmap"",""dinosaur bilingual mindmap"",""plant kingdom botanical mindmap"",""human body bilingual science mindmap"",""ocean animals marine biology mindmap""]"
V253,地图,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V254,map,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V255,图解,production_baseline_2026-07-21,true,200,97,80,17,0,false,false,false,PASS,47,,MINOR,PARTIALLY,5,1,4,0,"[""buddha jumps over the wall"",""four joy meatballs"",""kung pao chicken"",""sweet and sour ribs"",""chunfen""]"
V256,diagram,production_baseline_2026-07-21,true,200,92,80,12,0,false,false,false,PARTIAL,17,,MINOR,PARTIALLY,5,2,0,3,"[""crayon shinchan shinnosuke nohara"",""dragon's blood"",""notoginseng"",""aging society impact"",""declining fertility rate""]"
V257,日历,production_baseline_2026-07-21,true,200,20,17,3,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,4,0,0,4,"[""2026 FIFA World Cup — North American Soccer Showcase"",""Milano Cortina 2026 — Winter Olympic Games"",""Nagoya 2026 Asian Games — Japan multi-sport showcase"",""Coachella Valley Music and Arts Festival 2026"",""resort""]"
V258,calendar,production_baseline_2026-07-21,true,200,34,28,6,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,4,0,0,4,"[""2026 FIFA World Cup — North American Soccer Showcase"",""Milano Cortina 2026 — Winter Olympic Games"",""Nagoya 2026 Asian Games — Japan multi-sport showcase"",""Coachella Valley Music and Arts Festival 2026"",""resort""]"
V259,证书,production_baseline_2026-07-21,true,200,96,80,16,0,false,false,true,UNJUDGABLE,,NO_JUDGEABLE_RESULTS,SEVERE,NO,0,0,0,0,"[""sun wukong"",""zhu bajie"",""crayon shinchan shinnosuke nohara"",""aging society impact"",""declining fertility rate""]"
V260,certificate,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V261,科学海报,production_baseline_2026-07-21,true,200,89,80,9,0,false,false,false,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""dragon's blood"",""notoginseng"",""angelica"",""astragalus"",""ginseng""]"
V262,science poster,production_baseline_2026-07-21,true,200,103,80,23,0,false,false,false,PARTIAL,20,,MINOR,PARTIALLY,5,0,2,3,"[""dragon's blood"",""notoginseng"",""beijing"",""nanjing"",""wuhan""]"
V263,课堂装饰海报,production_baseline_2026-07-21,true,200,41,35,6,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""artists"",""composers"",""philosophers"",""scientists"",""writers""]"
V264,classroom poster,production_baseline_2026-07-21,true,200,105,80,25,0,false,false,false,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""british industrial revolution"",""western art development"",""chinese social changes"",""currency forms"",""transportation""]"
V265,教科书,production_baseline_2026-07-21,true,200,7,6,1,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""artists"",""composers"",""philosophers"",""scientists"",""writers""]"
V266,textbook,production_baseline_2026-07-21,true,200,13,11,2,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""artists"",""composers"",""philosophers"",""scientists"",""writers""]"
V267,地球仪,production_baseline_2026-07-21,true,200,275,80,195,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""united kingdom"",""food cuisine"",""Hidden Gems of Rome"",""Moscow and St Petersberg in Russia"",""chunfen""]"
V268,globe,production_baseline_2026-07-21,true,200,351,80,271,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""france"",""japan"",""uk"",""australia"",""spain""]"
V269,图表,production_baseline_2026-07-21,true,200,91,80,11,0,false,false,false,PARTIAL,30,,MINOR,PARTIALLY,5,0,3,2,"[""baiji"",""giant panda"",""siberian tiger"",""beijing"",""new york""]"
V270,chart,production_baseline_2026-07-21,true,200,75,65,10,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""sha wujing"",""sun wukong"",""tang seng"",""zhu bajie"",""empire state building""]"
V271,课程表,production_baseline_2026-07-21,true,200,280,80,200,0,false,false,true,PARTIAL,32,,MINOR,PARTIALLY,5,1,1,3,"[""school timetable"",""fifa world cup 2026 opening ceremony"",""Local Festival Schedule"",""fifa world cup 2026 group draw poster"",""fifa world cup 2026 round of 32 prediction poster""]"
V272,timetable,production_baseline_2026-07-21,true,200,2,1,1,0,false,true,false,PASS,100,,NONE,YES,1,1,0,0,"[""school timetable""]"
V273,数字表,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V274,number chart,production_baseline_2026-07-21,true,200,35,29,6,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""ghibli birth month seasons"",""ghibli chinese zodiac characters"",""ghibli zodiac spirit animals"",""harry potter zodiac hogwarts characters"",""pokemon chinese zodiac partners""]"
V275,元素周期表,production_baseline_2026-07-21,true,200,27,25,2,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""chuck mcgill"",""gus fring"",""hank schrader"",""hector salamanca"",""howard hamlin.jpg""]"
V276,periodic table,production_baseline_2026-07-21,true,200,27,25,2,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""chuck mcgill"",""gus fring"",""hank schrader"",""hector salamanca"",""howard hamlin.jpg""]"
V277,世界地图,production_baseline_2026-07-21,true,200,36,30,6,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""colosseum"",""eiffel tower"",""great wall"",""petra"",""pyramids of giza""]"
V278,world map,production_baseline_2026-07-21,true,200,46,39,7,0,false,false,false,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""china"",""egypt"",""germany"",""greece"",""russia""]"
V279,拼读卡,production_baseline_2026-07-21,true,200,19,12,7,0,false,false,true,UNJUDGABLE,,NO_JUDGEABLE_RESULTS,MINOR,PARTIALLY,0,0,0,0,"[""apple"",""book"",""dog"",""high speed rail"",""school timetable""]"
V280,phonics card,production_baseline_2026-07-21,true,200,9,7,2,0,false,false,false,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""am"",""ap"",""at"",""ig"",""og""]"
V281,试卷,production_baseline_2026-07-21,true,200,93,80,13,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""ielts synonym vocab"",""fish lantern"",""paper cutting"",""cloisonne"",""woodblock new year paintings""]"
V282,exam paper,production_baseline_2026-07-21,true,200,28,22,6,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""ielts synonym vocab"",""animal actions english spanish"",""desserts english spanish"",""Colors"",""Family Members""]"
V283,成绩单,production_baseline_2026-07-21,true,200,96,80,16,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""academic dream of the red chamber 1"",""academic dream of the red chamber 3"",""academic three kingdoms 2"",""academic three kingdoms 3"",""academic journey to the west 1""]"
V284,report card,production_baseline_2026-07-21,true,200,78,76,2,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""dna double helix"",""plate tectonics"",""resource environmental carrying capacity"",""electromagnetic induction"",""conservation of energy""]"
V285,笔袋,production_baseline_2026-07-21,true,200,17,12,5,0,false,false,true,PARTIAL,0,,MODERATE,PARTIALLY,5,0,2,3,"[""microsoft ai dilemma 07 case google gemini"",""microsoft ai dilemma 07 case google gemini en"",""Stationery"",""label printer"",""en-zh""]"
V286,pencil case,production_baseline_2026-07-21,true,200,21,14,7,0,false,false,true,PARTIAL,27,,MINOR,PARTIALLY,5,2,1,2,"[""microsoft ai dilemma 07 case google gemini"",""microsoft ai dilemma 07 case google gemini en"",""en-zh"",""school supplies"",""school supplies""]"
V287,黑板,production_baseline_2026-07-21,true,200,84,80,4,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""dna double helix"",""plate tectonics"",""resource environmental carrying capacity"",""electromagnetic induction"",""conservation of energy""]"
V288,chalkboard,production_baseline_2026-07-21,true,200,78,76,2,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""dna double helix"",""plate tectonics"",""resource environmental carrying capacity"",""electromagnetic induction"",""conservation of energy""]"
V289,白板,production_baseline_2026-07-21,true,200,96,80,16,0,false,false,true,UNJUDGABLE,,NO_JUDGEABLE_RESULTS,SEVERE,NO,0,0,0,0,"[""sun wukong"",""zhu bajie"",""crayon shinchan shinnosuke nohara"",""aging society impact"",""declining fertility rate""]"
V290,whiteboard,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V291,显微镜,production_baseline_2026-07-21,true,200,298,80,218,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""nanjing"",""neapolitan pizza"",""foster city"",""tcm nourishing blood herbs"",""sci fi classics""]"
V292,microscope,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V293,书签,production_baseline_2026-07-21,true,200,98,80,18,0,false,false,true,UNJUDGABLE,,NO_JUDGEABLE_RESULTS,SEVERE,NO,0,0,0,0,"[""iconic writers"",""moyu zhong"",""panda tea master"",""rabbit ding feng"",""nicoco healing girl""]"
V294,bookmark,production_baseline_2026-07-21,true,200,190,80,110,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""library"",""the library"",""fantasy adventures"",""historical fiction"",""mystery thriller""]"
V295,算盘,production_baseline_2026-07-21,true,200,98,80,18,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""resource environmental carrying capacity"",""book"",""en-ko"",""kitchen utensils"",""content creation""]"
V296,abacus,production_baseline_2026-07-21,true,200,7,4,3,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,4,0,0,4,"[""han dynasty"",""space exploration"",""video games evolution"",""queen cleopatra vs queen himiko""]"
V297,练习本,production_baseline_2026-07-21,true,200,10,6,4,0,false,false,true,UNJUDGABLE,,NO_JUDGEABLE_RESULTS,SEVERE,NO,0,0,0,0,"[""blessing dragon"",""moyu zhong"",""panda tea master"",""rabbit ding feng"",""curi ai robot full merch collection""]"
V298,workbook,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V299,单词卡,production_baseline_2026-07-21,true,200,88,80,8,0,false,false,false,PARTIAL,40,,MINOR,PARTIALLY,5,2,1,2,"[""clothing"",""at"",""en-ko"",""en-es"",""egret""]"
V300,vocabulary card,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V301,拼写卡,production_baseline_2026-07-21,true,200,38,25,13,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""desserts"",""fruits"",""kitchen utensils"",""body expressions"",""daily activities""]"
V302,spelling card,production_baseline_2026-07-21,true,200,22,16,6,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""apple"",""book"",""dog"",""high speed rail"",""school timetable""]"
V303,数学练习册,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V304,math worksheet,production_baseline_2026-07-21,true,200,24,22,2,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""animal actions english spanish"",""desserts english spanish"",""Colors"",""Family Members"",""Food & Drink""]"
V305,阅读练习册,production_baseline_2026-07-21,true,200,90,80,10,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""best friend"",""daily routine"",""dream career"",""favorite things"",""introduce myself""]"
V306,reading worksheet,production_baseline_2026-07-21,true,200,7,6,1,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""best friend"",""daily routine"",""dream career"",""favorite things"",""introduce myself""]"
V307,科学图解,production_baseline_2026-07-21,true,200,21,15,6,0,false,false,false,PASS,50,,MINOR,PARTIALLY,5,1,4,0,"[""carrot night vision"",""giraffe sounds"",""goldfish memory"",""human brain usage"",""lightning strikes twice""]"
V308,science diagram,production_baseline_2026-07-21,true,200,82,80,2,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""dragon's blood"",""notoginseng"",""angelica"",""astragalus"",""ginseng""]"
V309,人体图解,production_baseline_2026-07-21,true,200,303,80,223,0,false,false,true,PASS,67,,MINOR,PARTIALLY,5,3,1,1,"[""human brain usage"",""human body bilingual science mindmap"",""human body"",""body parts"",""sleep disorder guide""]"
V310,anatomy chart,production_baseline_2026-07-21,true,200,16,14,2,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""empire state building"",""giant wild goose pagoda"",""national stadium bird nest"",""oriental pearl tower"",""aquarius""]"
V311,动物识字卡,production_baseline_2026-07-21,true,200,101,80,21,0,false,false,true,FAIL,12,HIGH_IRRELEVANT_RATE,MINOR,PARTIALLY,5,1,0,4,"[""apple"",""book"",""dog"",""high speed rail"",""school timetable""]"
V312,animal flashcard,production_baseline_2026-07-21,true,200,8,6,2,0,false,false,false,FAIL,12,HIGH_IRRELEVANT_RATE,MINOR,PARTIALLY,5,1,0,4,"[""apple"",""book"",""dog"",""high speed rail"",""school timetable""]"
V313,字母海报,production_baseline_2026-07-21,true,200,56,54,2,0,false,false,false,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""bl"",""ch"",""gr"",""sh"",""th""]"
V314,alphabet poster,production_baseline_2026-07-21,true,200,281,80,201,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""chemistry reactions chart"",""oriental pearl tower"",""santa claus christmas"",""terracotta warriors"",""chunfen""]"
V315,荣誉证书,production_baseline_2026-07-21,true,200,2,0,2,0,false,true,true,UNJUDGABLE,,NO_EVIDENCE,NONE,YES,0,,,,[]
V316,achievement certificate,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,true,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V317,毕业证,production_baseline_2026-07-21,true,200,187,80,107,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""graduation alpaca"",""academic dream of the red chamber 1"",""academic dream of the red chamber 3"",""academic three kingdoms 2"",""academic three kingdoms 3""]"
V318,diploma,production_baseline_2026-07-21,true,200,101,80,21,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""de de"",""dou ye"",""hui neng"",""jiu cai"",""zai zhengzai""]"
V319,校历,production_baseline_2026-07-21,true,200,32,27,5,0,false,false,true,FAIL,0,SEVERE_DRIFT_INTENT_LOST,SEVERE,NO,5,0,3,2,"[""resort"",""fifa world cup 2026 opening ceremony"",""Local Festival Schedule"",""Community Center Annual Events"",""2025 RV Resort Events""]"
V320,school calendar,production_baseline_2026-07-21,true,200,5,4,1,0,false,false,false,PARTIAL,25,,MINOR,PARTIALLY,4,0,3,1,"[""resort"",""Local Festival Schedule"",""Community Center Annual Events"",""2025 RV Resort Events""]"
V321,教室装饰,production_baseline_2026-07-21,true,200,10,8,2,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""africa"",""asia"",""europe"",""north america"",""oceania""]"
V322,classroom decoration,production_baseline_2026-07-21,true,200,170,80,90,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""composers"",""kitchen utensils"",""de de"",""dou ye"",""hui neng""]"
V323,学习图表,production_baseline_2026-07-21,true,200,82,80,2,0,false,false,false,PARTIAL,27,,MINOR,PARTIALLY,5,0,4,1,"[""child park"",""zhudi and nick in zootopia"",""doctor hospital"",""farmer farm"",""santa claus christmas""]"
V324,learning chart,production_baseline_2026-07-21,true,200,40,34,6,0,false,false,false,PASS,47,,MINOR,PARTIALLY,5,1,4,0,"[""empire state building"",""giant wild goose pagoda"",""national stadium bird nest"",""oriental pearl tower"",""action words""]"
V325,贴纸奖励表,production_baseline_2026-07-21,true,200,58,45,13,0,false,false,true,PASS,77,,MINOR,PARTIALLY,5,4,1,0,"[""western2"",""Andrew Tate (Top G) viral meme sticker pack & merch collection"",""Cristiano Ronaldo (CR7) viral meme sticker pack & merch collection"",""Elon Musk (Tech Meme) viral meme sticker pack & merch collection"",""Erling Haaland (Football Star) viral meme sticker pack & merch collection""]"
V326,reward chart,production_baseline_2026-07-21,true,200,38,28,10,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""ghibli birth month seasons"",""ghibli chinese zodiac characters"",""ghibli zodiac spirit animals"",""harry potter zodiac hogwarts characters"",""pokemon chinese zodiac partners""]"
V001,玩具,candidate_2026-07-22_0e794cd9,true,200,21,15,6,0,false,false,false,PARTIAL,7,,MINOR,PARTIALLY,5,0,2,3,"[""camera"",""computer"",""game console"",""music player"",""6yo boy""]"
V002,toy,candidate_2026-07-22_0e794cd9,true,200,14,11,3,0,false,false,false,PARTIAL,30,,MINOR,PARTIALLY,5,1,1,3,"[""woody buzz toy story"",""camera"",""computer"",""game console"",""music player""]"
V003,手办,candidate_2026-07-22_0e794cd9,true,200,11,5,6,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""Tang horse figurine as ride-share driver"",""Tang horse figurine ride-share driver"",""crayon shinchan shinnosuke nohara"",""byzantine tang"",""qin alexander""]"
